run_name,d_model,n_layers,G,j,A,top_k,n_experts,d_expert,N_act,N_tot,D,steps,warmup,C,lr
d192_G16_A8_T16M,192,10,16,8,1.0,128,128,48,36864000,46768128,16000000,1953,20,4866785280000000,0.004623588638760001
d256_G01_A1_T0_5M,256,10,1,1,0.125,1,8,1024,10485760,78434304,500000,61,10,85862400000000,0.00857195802648457
d256_G01_A2_T0_5M,256,10,1,2,0.25,2,8,1024,18350080,78434304,500000,61,10,109455360000000,0.008259603044001163
d256_G01_A3_T0_5M,256,10,1,3,0.375,3,8,1024,26214400,78434304,500000,61,10,133048320000000,0.008016734146094821
d256_G01_A4_T0_5M,256,10,1,4,0.5,4,8,1024,34078720,78434304,500000,61,10,156641280000000,0.00781911060664024
d256_G01_A8_T0_5M,256,10,1,8,1.0,8,8,1024,65536000,78434304,500000,61,10,251013120000000,0.007275199972322997
d256_G02_A1_T0_5M,256,10,2,1,0.125,2,16,512,10485760,78454784,500000,61,10,85923840000000,0.008571020558124507
d256_G02_A2_T0_5M,256,10,2,2,0.25,4,16,512,18350080,78454784,500000,61,10,109516800000000,0.008258894380050301
d256_G02_A3_T0_5M,256,10,2,3,0.375,6,16,512,26214400,78454784,500000,61,10,133109760000000,0.00801616825717054
d256_G02_A4_T0_5M,256,10,2,4,0.5,8,16,512,34078720,78454784,500000,61,10,156702720000000,0.00781864178068535
d256_G02_A8_T0_5M,256,10,2,8,1.0,16,16,512,65536000,78454784,500000,61,10,251074560000000,0.007274927736084932
d256_G04_A1_T0_5M,256,10,4,1,0.125,4,32,256,10485760,78495744,500000,61,10,86046720000000,0.008569147937761082
d256_G04_A2_T0_5M,256,10,4,2,0.25,8,32,256,18350080,78495744,500000,61,10,109639680000000,0.008257478426217652
d256_G04_A3_T0_5M,256,10,4,3,0.375,12,32,256,26214400,78495744,500000,61,10,133232640000000,0.008015037382193791
d256_G04_A4_T0_5M,256,10,4,4,0.5,16,32,256,34078720,78495744,500000,61,10,156825600000000,0.007817704764221986
d256_G04_A8_T0_5M,256,10,4,8,1.0,32,32,256,65536000,78495744,500000,61,10,251197440000000,0.007274383493949051
d256_G08_A1_T0_5M,256,10,8,1,0.125,8,64,128,10485760,78577664,500000,61,10,86292480000000,0.008565411929293292
d256_G08_A2_T0_5M,256,10,8,2,0.25,16,64,128,18350080,78577664,500000,61,10,109885440000000,0.008254651999380651
d256_G08_A3_T0_5M,256,10,8,3,0.375,24,64,128,26214400,78577664,500000,61,10,133478400000000,0.008012779235372138
d256_G08_A4_T0_5M,256,10,8,4,0.5,32,64,128,34078720,78577664,500000,61,10,157071360000000,0.00781583326808408
d256_G08_A8_T0_5M,256,10,8,8,1.0,64,64,128,65536000,78577664,500000,61,10,251443200000000,0.007273295929906996
d256_G16_A1_T0_5M,256,10,16,1,0.125,16,128,64,10485760,78741504,500000,61,10,86784000000000,0.008557976578276397
d256_G16_A2_T0_5M,256,10,16,2,0.25,32,128,64,18350080,78741504,500000,61,10,110376960000000,0.008249020946250223
d256_G16_A3_T0_5M,256,10,16,3,0.375,48,128,64,26214400,78741504,500000,61,10,133969920000000,0.008008277287775853
d256_G16_A4_T0_5M,256,10,16,4,0.5,64,128,64,34078720,78741504,500000,61,10,157562880000000,0.0078121003831730625
d256_G16_A8_T0_5M,256,10,16,8,1.0,128,128,64,65536000,78741504,500000,61,10,251934720000000,0.007271124473717605
d256_G01_A1_T1M,256,10,1,1,0.125,1,8,1024,10485760,78434304,1000000,122,10,171724800000000,0.0077099675373661835
d256_G01_A2_T1M,256,10,1,2,0.25,2,8,1024,18350080,78434304,1000000,122,10,218910720000000,0.007429022767496691
d256_G01_A3_T1M,256,10,1,3,0.375,3,8,1024,26214400,78434304,1000000,122,10,266096640000000,0.00721057660701523
d256_G01_A4_T1M,256,10,1,4,0.5,4,8,1024,34078720,78434304,1000000,122,10,313282560000000,0.0070328259613510104
d256_G01_A8_T1M,256,10,1,8,1.0,8,8,1024,65536000,78434304,1000000,122,10,502026240000000,0.006543610624451607
d256_G02_A1_T1M,256,10,2,1,0.125,2,16,512,10485760,78454784,1000000,122,10,171847680000000,0.00770912434021087
d256_G02_A2_T1M,256,10,2,2,0.25,4,16,512,18350080,78454784,1000000,122,10,219033600000000,0.007428385366328934
d256_G02_A3_T1M,256,10,2,3,0.375,6,16,512,26214400,78454784,1000000,122,10,266219520000000,0.0072100676235108225
d256_G02_A4_T1M,256,10,2,4,0.5,8,16,512,34078720,78454784,1000000,122,10,313405440000000,0.0070324042802273135
d256_G02_A8_T1M,256,10,2,8,1.0,16,16,512,65536000,78454784,1000000,122,10,502149120000000,0.0065433657641114735
d256_G04_A1_T1M,256,10,4,1,0.125,4,32,256,10485760,78495744,1000000,122,10,172093440000000,0.007707440029325631
d256_G04_A2_T1M,256,10,4,2,0.25,8,32,256,18350080,78495744,1000000,122,10,219279360000000,0.0074271117998870075
d256_G04_A3_T1M,256,10,4,3,0.375,12,32,256,26214400,78495744,1000000,122,10,266465280000000,0.007209050468581619
d256_G04_A4_T1M,256,10,4,4,0.5,16,32,256,34078720,78495744,1000000,122,10,313651200000000,0.0070315614895262646
d256_G04_A8_T1M,256,10,4,8,1.0,32,32,256,65536000,78495744,1000000,122,10,502394880000000,0.00654287625060859
d256_G08_A1_T1M,256,10,8,1,0.125,8,64,128,10485760,78577664,1000000,122,10,172584960000000,0.007704079711424285
d256_G08_A2_T1M,256,10,8,2,0.25,16,64,128,18350080,78577664,1000000,122,10,219770880000000,0.007424569596682944
d256_G08_A3_T1M,256,10,8,3,0.375,24,64,128,26214400,78577664,1000000,122,10,266956800000000,0.007207019399526479
d256_G08_A4_T1M,256,10,8,4,0.5,32,64,128,34078720,78577664,1000000,122,10,314142720000000,0.0070298781898151625
d256_G08_A8_T1M,256,10,8,8,1.0,64,64,128,65536000,78577664,1000000,122,10,502886400000000,0.006541898051294834
d256_G16_A1_T1M,256,10,16,1,0.125,16,128,64,10485760,78741504,1000000,122,10,173568000000000,0.00769739205443949
d256_G16_A2_T1M,256,10,16,2,0.25,32,128,64,18350080,78741504,1000000,122,10,220753920000000,0.00741950479857
d256_G16_A3_T1M,256,10,16,3,0.375,48,128,64,26214400,78741504,1000000,122,10,267939840000000,0.00720297016483412
d256_G16_A4_T1M,256,10,16,4,0.5,64,128,64,34078720,78741504,1000000,122,10,315125760000000,0.007026520681367763
d256_G16_A8_T1M,256,10,16,8,1.0,128,128,64,65536000,78741504,1000000,122,10,503869440000000,0.006539944955318712
d256_G01_A1_T2M,256,10,1,1,0.125,1,8,1024,10485760,78434304,2000000,244,10,343449600000000,0.006934658247693109
d256_G01_A2_T2M,256,10,1,2,0.25,2,8,1024,18350080,78434304,2000000,244,10,437821440000000,0.0066819651000138815
d256_G01_A3_T2M,256,10,1,3,0.375,3,8,1024,26214400,78434304,2000000,244,10,532193280000000,0.006485485742465621
d256_G01_A4_T2M,256,10,1,4,0.5,4,8,1024,34078720,78434304,2000000,244,10,626565120000000,0.006325609585398267
d256_G01_A8_T2M,256,10,1,8,1.0,8,8,1024,65536000,78434304,2000000,244,10,1004052480000000,0.005885589422604384
d256_G02_A1_T2M,256,10,2,1,0.125,2,16,512,10485760,78454784,2000000,244,10,343695360000000,0.0069338998418918925
d256_G02_A2_T2M,256,10,2,2,0.25,4,16,512,18350080,78454784,2000000,244,10,438067200000000,0.006681391795490399
d256_G02_A3_T2M,256,10,2,3,0.375,6,16,512,26214400,78454784,2000000,244,10,532439040000000,0.006485027942009306
d256_G02_A4_T2M,256,10,2,4,0.5,8,16,512,34078720,78454784,2000000,244,10,626810880000000,0.006325230308252394
d256_G02_A8_T2M,256,10,2,8,1.0,16,16,512,65536000,78454784,2000000,244,10,1004298240000000,0.005885369185259804
d256_G04_A1_T2M,256,10,4,1,0.125,4,32,256,10485760,78495744,2000000,244,10,344186880000000,0.006932384904206955
d256_G04_A2_T2M,256,10,4,2,0.25,8,32,256,18350080,78495744,2000000,244,10,438558720000000,0.006680246298056371
d256_G04_A3_T2M,256,10,4,3,0.375,12,32,256,26214400,78495744,2000000,244,10,532930560000000,0.006484113071514092
d256_G04_A4_T2M,256,10,4,4,0.5,16,32,256,34078720,78495744,2000000,244,10,627302400000000,0.0063244722680326675
d256_G04_A8_T2M,256,10,4,8,1.0,32,32,256,65536000,78495744,2000000,244,10,1004789760000000,0.005884928896914402
d256_G08_A1_T2M,256,10,8,1,0.125,8,64,128,10485760,78577664,2000000,244,10,345169920000000,0.006929362497674566
d256_G08_A2_T2M,256,10,8,2,0.25,16,64,128,18350080,78577664,2000000,244,10,439541760000000,0.006677959737142732
d256_G08_A3_T2M,256,10,8,3,0.375,24,64,128,26214400,78577664,2000000,244,10,533913600000000,0.00648228624543388
d256_G08_A4_T2M,256,10,8,4,0.5,32,64,128,34078720,78577664,2000000,244,10,628285440000000,0.006322958239838859
d256_G08_A8_T2M,256,10,8,8,1.0,64,64,128,65536000,78577664,2000000,244,10,1005772800000000,0.005884049064683442
d256_G16_A1_T2M,256,10,16,1,0.125,16,128,64,10485760,78741504,2000000,244,10,347136000000000,0.006923347347099341
d256_G16_A2_T2M,256,10,16,2,0.25,32,128,64,18350080,78741504,2000000,244,10,441507840000000,0.006673404251813305
d256_G16_A3_T2M,256,10,16,3,0.375,48,128,64,26214400,78741504,2000000,244,10,535879680000000,0.006478644199132112
d256_G16_A4_T2M,256,10,16,4,0.5,64,128,64,34078720,78741504,2000000,244,10,630251520000000,0.006319938360243566
d256_G16_A8_T2M,256,10,16,8,1.0,128,128,64,65536000,78741504,2000000,244,10,1007738880000000,0.005882292370760451
d256_G01_A1_T4M,256,10,1,1,0.125,1,8,1024,10485760,78434304,4000000,488,10,686899200000000,0.006237313552778718
d256_G01_A2_T4M,256,10,1,2,0.25,2,8,1024,18350080,78434304,4000000,488,10,875642880000000,0.00601003106265193
d256_G01_A3_T4M,256,10,1,3,0.375,3,8,1024,26214400,78434304,4000000,488,10,1064386560000000,0.005833309540710356
d256_G01_A4_T4M,256,10,1,4,0.5,4,8,1024,34078720,78434304,4000000,488,10,1253130240000000,0.005689510425364748
d256_G01_A8_T4M,256,10,1,8,1.0,8,8,1024,65536000,78434304,4000000,488,10,2008104960000000,0.005293738402164733
d256_G02_A1_T4M,256,10,2,1,0.125,2,16,512,10485760,78454784,4000000,488,10,687390720000000,0.006236631411768525
d256_G02_A2_T4M,256,10,2,2,0.25,4,16,512,18350080,78454784,4000000,488,10,876134400000000,0.006009515409256123
d256_G02_A3_T4M,256,10,2,3,0.375,6,16,512,26214400,78454784,4000000,488,10,1064878080000000,0.005832897776368314
d256_G02_A4_T4M,256,10,2,4,0.5,8,16,512,34078720,78454784,4000000,488,10,1253621760000000,0.0056891692880804414
d256_G02_A8_T4M,256,10,2,8,1.0,16,16,512,65536000,78454784,4000000,488,10,2008596480000000,0.005293540311743386
d256_G04_A1_T4M,256,10,4,1,0.125,4,32,256,10485760,78495744,4000000,488,10,688373760000000,0.006235268815225713
d256_G04_A2_T4M,256,10,4,2,0.25,8,32,256,18350080,78495744,4000000,488,10,877117440000000,0.006008485102294375
d256_G04_A3_T4M,256,10,4,3,0.375,12,32,256,26214400,78495744,4000000,488,10,1065861120000000,0.005832074904651352
d256_G04_A4_T4M,256,10,4,4,0.5,16,32,256,34078720,78495744,4000000,488,10,1254604800000000,0.005688487475889103
d256_G04_A8_T4M,256,10,4,8,1.0,32,32,256,65536000,78495744,4000000,488,10,2009579520000000,0.005293144298505845
d256_G08_A1_T4M,256,10,8,1,0.125,8,64,128,10485760,78577664,4000000,488,10,690339840000000,0.0062325503399161715
d256_G08_A2_T4M,256,10,8,2,0.25,16,64,128,18350080,78577664,4000000,488,10,879083520000000,0.006006428476449744
d256_G08_A3_T4M,256,10,8,3,0.375,24,64,128,26214400,78577664,4000000,488,10,1067827200000000,0.005830431783006175
d256_G08_A4_T4M,256,10,8,4,0.5,32,64,128,34078720,78577664,4000000,488,10,1256570880000000,0.005687125697379588
d256_G08_A8_T4M,256,10,8,8,1.0,64,64,128,65536000,78577664,4000000,488,10,2011545600000000,0.005292352941628213
d256_G16_A1_T4M,256,10,16,1,0.125,16,128,64,10485760,78741504,4000000,488,10,694272000000000,0.0062271400689461005
d256_G16_A2_T4M,256,10,16,2,0.25,32,128,64,18350080,78741504,4000000,488,10,883015680000000,0.00600233108774365
d256_G16_A3_T4M,256,10,16,3,0.375,48,128,64,26214400,78741504,4000000,488,10,1071759360000000,0.005827155978496932
d256_G16_A4_T4M,256,10,16,4,0.5,64,128,64,34078720,78741504,4000000,488,10,1260503040000000,0.0056844094949
d256_G16_A8_T4M,256,10,16,8,1.0,128,128,64,65536000,78741504,4000000,488,10,2015477760000000,0.0052907728996964285
d256_G01_A1_T8M,256,10,1,1,0.125,1,8,1024,10485760,78434304,8000000,976,10,1373798400000000,0.005610093383998981
d256_G01_A2_T8M,256,10,1,2,0.25,2,8,1024,18350080,78434304,8000000,976,10,1751285760000000,0.005405666272331481
d256_G01_A3_T8M,256,10,1,3,0.375,3,8,1024,26214400,78434304,8000000,976,10,2128773120000000,0.005246715750978746
d256_G01_A4_T8M,256,10,1,4,0.5,4,8,1024,34078720,78434304,8000000,976,10,2506260480000000,0.005117376980561167
d256_G01_A8_T8M,256,10,1,8,1.0,8,8,1024,65536000,78434304,8000000,976,10,4016209920000000,0.004761403532996205
d256_G02_A1_T8M,256,10,2,1,0.125,2,16,512,10485760,78454784,8000000,976,10,1374781440000000,0.0056094798386423375
d256_G02_A2_T8M,256,10,2,2,0.25,4,16,512,18350080,78454784,8000000,976,10,1752268800000000,0.005405202472703681
d256_G02_A3_T8M,256,10,2,3,0.375,6,16,512,26214400,78454784,8000000,976,10,2129756160000000,0.005246345393389456
d256_G02_A4_T8M,256,10,2,4,0.5,8,16,512,34078720,78454784,8000000,976,10,2507243520000000,0.0051170701478189095
d256_G02_A8_T8M,256,10,2,8,1.0,16,16,512,65536000,78454784,8000000,976,10,4017192960000000,0.004761225362417986
d256_G04_A1_T8M,256,10,4,1,0.125,4,32,256,10485760,78495744,8000000,976,10,1376747520000000,0.0056082542639161025
d256_G04_A2_T8M,256,10,4,2,0.25,8,32,256,18350080,78495744,8000000,976,10,1754234880000000,0.00540427577273571
d256_G04_A3_T8M,256,10,4,3,0.375,12,32,256,26214400,78495744,8000000,976,10,2131722240000000,0.005245605269113812
d256_G04_A4_T8M,256,10,4,4,0.5,16,32,256,34078720,78495744,8000000,976,10,2509209600000000,0.00511645689821531
d256_G04_A8_T8M,256,10,4,8,1.0,32,32,256,65536000,78495744,8000000,976,10,4019159040000000,0.004760869172012437
d256_G08_A1_T8M,256,10,8,1,0.125,8,64,128,10485760,78577664,8000000,976,10,1380679680000000,0.005605809156704548
d256_G08_A2_T8M,256,10,8,2,0.25,16,64,128,18350080,78577664,8000000,976,10,1758167040000000,0.005402425959840029
d256_G08_A3_T8M,256,10,8,3,0.375,24,64,128,26214400,78577664,8000000,976,10,2135654400000000,0.005244127378705913
d256_G08_A4_T8M,256,10,8,4,0.5,32,64,128,34078720,78577664,8000000,976,10,2513141760000000,0.00511523205926148
d256_G08_A8_T8M,256,10,8,8,1.0,64,64,128,65536000,78577664,8000000,976,10,4023091200000000,0.004760157393464507
d256_G16_A1_T8M,256,10,16,1,0.125,16,128,64,10485760,78741504,8000000,976,10,1388544000000000,0.0056009429390424074
d256_G16_A2_T8M,256,10,16,2,0.25,32,128,64,18350080,78741504,8000000,976,10,1766031360000000,0.005398740601860633
d256_G16_A3_T8M,256,10,16,3,0.375,48,128,64,26214400,78741504,8000000,976,10,2143518720000000,0.005241180986954227
d256_G16_A4_T8M,256,10,16,4,0.5,64,128,64,34078720,78741504,8000000,976,10,2521006080000000,0.0051127889963255855
d256_G16_A8_T8M,256,10,16,8,1.0,128,128,64,65536000,78741504,8000000,976,10,4030955520000000,0.004758736239515304
d256_G01_A1_T16M,256,10,1,1,0.125,1,8,1024,10485760,78434304,16000000,1953,20,2747596800000000,0.005045946064899668
d256_G01_A2_T16M,256,10,1,2,0.25,2,8,1024,18350080,78434304,16000000,1953,20,3502571520000000,0.004862076009791576
d256_G01_A3_T16M,256,10,1,3,0.375,3,8,1024,26214400,78434304,16000000,1953,20,4257546240000000,0.00471910944883892
d256_G01_A4_T16M,256,10,1,4,0.5,4,8,1024,34078720,78434304,16000000,1953,20,5012520960000000,0.004602776900527162
d256_G01_A8_T16M,256,10,1,8,1.0,8,8,1024,65536000,78434304,16000000,1953,20,8032419840000000,0.004282599909878068
d256_G02_A1_T16M,256,10,2,1,0.125,2,16,512,10485760,78454784,16000000,1953,20,2749562880000000,0.0050453942172625455
d256_G02_A2_T16M,256,10,2,2,0.25,4,16,512,18350080,78454784,16000000,1953,20,3504537600000000,0.004861658849550809
d256_G02_A3_T16M,256,10,2,3,0.375,6,16,512,26214400,78454784,16000000,1953,20,4259512320000000,0.004718776334166425
d256_G02_A4_T16M,256,10,2,4,0.5,8,16,512,34078720,78454784,16000000,1953,20,5014487040000000,0.004602500922684654
d256_G02_A8_T16M,256,10,2,8,1.0,16,16,512,65536000,78454784,16000000,1953,20,8034385920000000,0.004282439656016588
d256_G04_A1_T16M,256,10,4,1,0.125,4,32,256,10485760,78495744,16000000,1953,20,2753495040000000,0.005044291885528688
d256_G04_A2_T16M,256,10,4,2,0.25,8,32,256,18350080,78495744,16000000,1953,20,3508469760000000,0.004860825337925127
d256_G04_A3_T16M,256,10,4,3,0.375,12,32,256,26214400,78495744,16000000,1953,20,4263444480000000,0.004718110636303556
d256_G04_A4_T16M,256,10,4,4,0.5,16,32,256,34078720,78495744,16000000,1953,20,5018419200000000,0.0046019493410598454
d256_G04_A8_T16M,256,10,4,8,1.0,32,32,256,65536000,78495744,16000000,1953,20,8038318080000000,0.004282119283885107
d256_G08_A1_T16M,256,10,8,1,0.125,8,64,128,10485760,78577664,16000000,1953,20,2761359360000000,0.005042092656698097
d256_G08_A2_T16M,256,10,8,2,0.25,16,64,128,18350080,78577664,16000000,1953,20,3516334080000000,0.004859161541003603
d256_G08_A3_T16M,256,10,8,3,0.375,24,64,128,26214400,78577664,16000000,1953,20,4271308800000000,0.004716781361587851
d256_G08_A4_T16M,256,10,8,4,0.5,32,64,128,34078720,78577664,16000000,1953,20,5026283520000000,0.0046008476711096
d256_G08_A8_T16M,256,10,8,8,1.0,64,64,128,65536000,78577664,16000000,1953,20,8046182400000000,0.004281479081322125
d256_G16_A1_T16M,256,10,16,1,0.125,16,128,64,10485760,78741504,16000000,1953,20,2777088000000000,0.005037715782699305
d256_G16_A2_T16M,256,10,16,2,0.25,32,128,64,18350080,78741504,16000000,1953,20,3532062720000000,0.0048558467802106865
d256_G16_A3_T16M,256,10,16,3,0.375,48,128,64,26214400,78741504,16000000,1953,20,4287037440000000,0.004714131257062413
d256_G16_A4_T16M,256,10,16,4,0.5,64,128,64,34078720,78741504,16000000,1953,20,5042012160000000,0.004598650280983648
d256_G16_A8_T16M,256,10,16,8,1.0,128,128,64,65536000,78741504,16000000,1953,20,8061911040000000,0.004280200837683962
